age_s,dmarried_s,empl_06,salary_06,profit_06,days_06,hours_06,contract_06,dformal_06,educ_s,city,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,educ_lb,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap
25.0,0.0,1.0,381500.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,23.0,0.0,1.0,400000.0,0.0,30.0,84.0,1.0,1.0,11.0,control,1.0,1.0,1.0,43.0,13540015.0,1.0,0.0
23.0,0.0,1.0,200000.0,0.0,20.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,358000.0,0.0,30.0,70.0,0.0,0.0,11.0,control,1.0,1.0,1.0,43.0,83210005.0,0.0,0.0
22.0,0.0,1.0,300000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,350000.0,0.0,5.0,40.0,1.0,0.0,11.0,selected,1.0,1.0,1.0,43.0,13540015.0,1.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,25.0,0.0,1.0,105000.0,0.0,26.0,60.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,44.0,33150020.0,1.0,0.7614213
21.0,0.0,1.0,300000.0,0.0,28.0,63.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,600000.0,0.0,30.0,84.0,0.0,0.0,11.0,control,1.0,1.0,1.0,44.0,33110025.0,1.0,0.7614213
23.0,1.0,1.0,650000.0,0.0,30.0,77.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
21.0,0.0,1.0,450000.0,0.0,30.0,70.0,0.0,0.0,11.0,2.0,19.0,0.0,1.0,358000.0,0.0,30.0,50.0,0.0,0.0,11.0,control,1.0,1.0,1.0,44.0,33110025.0,1.0,0.7614213
26.0,0.0,1.0,80000.0,0.0,4.0,8.0,1.0,0.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,23.0,0.0,1.0,80000.0,0.0,30.0,56.0,0.0,0.0,11.0,control,0.0,1.0,1.0,44.0,33160005.0,1.0,0.7614213
25.0,1.0,1.0,500000.0,0.0,30.0,48.0,1.0,1.0,11.0,2.0,23.0,1.0,1.0,370000.0,0.0,24.0,80.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,44.0,33150020.0,0.0,0.7614213
23.0,1.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,200000.0,0.0,26.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,44.0,33160005.0,0.0,0.7614213
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,24.0,0.0,1.0,400000.0,0.0,26.0,48.0,1.0,1.0,13.0,control,0.0,1.0,1.0,44.0,33160005.0,0.0,0.7614213
24.0,0.0,1.0,100000.0,0.0,8.0,8.0,0.0,0.0,5.0,2.0,23.0,0.0,1.0,0.0,0.0,12.0,24.0,0.0,0.0,11.0,control,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,0.0,1.0,358000.0,0.0,30.0,60.0,0.0,0.0,11.0,control,0.0,1.0,1.0,44.0,33110025.0,1.0,0.7614213
20.0,1.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,19.0,0.0,1.0,300000.0,0.0,30.0,94.0,0.0,0.0,11.0,control,1.0,1.0,1.0,44.0,33160005.0,1.0,0.7614213
27.0,0.0,1.0,381500.0,0.0,26.0,48.0,1.0,0.0,11.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
26.0,0.0,1.0,500000.0,0.0,20.0,48.0,1.0,1.0,11.0,2.0,24.0,0.0,1.0,358000.0,0.0,22.0,48.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,44.0,33160005.0,1.0,0.7614213
25.0,0.0,1.0,192000.0,0.0,12.0,24.0,0.0,0.0,7.0,2.0,24.0,0.0,1.0,0.0,50000.0,10.0,20.0,0.0,0.0,5.0,control,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
26.0,1.0,1.0,500000.0,0.0,22.0,48.0,1.0,1.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
24.0,0.0,1.0,300000.0,0.0,26.0,60.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,300000.0,0.0,30.0,49.0,0.0,0.0,11.0,control,1.0,1.0,1.0,44.0,33160005.0,1.0,0.7614213
25.0,0.0,1.0,0.0,120000.0,26.0,48.0,0.0,0.0,9.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,44.0,33110025.0,1.0,0.7614213
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,44.0,33160005.0,1.0,0.7614213
23.0,0.0,1.0,408000.0,0.0,15.0,48.0,0.0,1.0,11.0,2.0,22.0,0.0,1.0,0.0,80000.0,30.0,70.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,44.0,33110025.0,1.0,0.7614213
21.0,0.0,1.0,408000.0,0.0,26.0,54.0,1.0,1.0,11.0,2.0,19.0,1.0,1.0,358000.0,0.0,26.0,48.0,0.0,1.0,11.0,selected,1.0,1.0,1.0,44.0,33160005.0,1.0,0.7614213
23.0,0.0,1.0,500000.0,0.0,12.0,45.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,44.0,33160005.0,0.0,0.7614213
24.0,0.0,1.0,408000.0,0.0,26.0,54.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,60000.0,0.0,30.0,77.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,44.0,33150020.0,1.0,0.7614213
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,44.0,33150020.0,1.0,0.7614213
20.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,19.0,0.0,1.0,358000.0,0.0,26.0,48.0,1.0,1.0,11.0,control,1.0,1.0,1.0,44.0,33110025.0,1.0,0.7614213
25.0,1.0,1.0,381500.0,0.0,30.0,77.0,0.0,1.0,11.0,2.0,23.0,1.0,1.0,360000.0,0.0,30.0,63.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,45.0,63660210.0,0.0,0.7614213
25.0,1.0,1.0,440000.0,0.0,26.0,48.0,0.0,0.0,12.0,2.0,23.0,0.0,1.0,358000.0,0.0,26.0,54.0,0.0,1.0,11.0,selected,1.0,1.0,1.0,45.0,66310045.0,0.0,0.7614213
26.0,1.0,1.0,320000.0,0.0,26.0,66.0,0.0,0.0,8.0,2.0,24.0,1.0,1.0,0.0,600000.0,26.0,84.0,0.0,0.0,8.0,control,1.0,0.0,1.0,45.0,66310045.0,0.0,0.7614213
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,45.0,63660210.0,0.0,0.7614213
20.0,0.0,1.0,280000.0,0.0,12.0,36.0,0.0,0.0,12.0,2.0,18.0,0.0,1.0,180000.0,0.0,8.0,12.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,45.0,66310045.0,0.0,0.7614213
23.0,1.0,1.0,500000.0,0.0,26.0,48.0,0.0,1.0,11.0,2.0,22.0,1.0,1.0,0.0,300000.0,26.0,50.0,0.0,0.0,11.0,control,1.0,0.0,1.0,45.0,63660210.0,0.0,0.7614213
26.0,1.0,1.0,240000.0,0.0,26.0,54.0,0.0,0.0,10.0,2.0,25.0,1.0,1.0,165000.0,0.0,24.0,36.0,0.0,0.0,8.0,control,1.0,1.0,1.0,45.0,66310005.0,1.0,0.7614213
20.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,0.0,11.0,2.0,18.0,0.0,1.0,50000.0,0.0,30.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,45.0,66310005.0,1.0,0.7614213
26.0,1.0,1.0,586000.0,0.0,28.0,56.0,1.0,1.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,45.0,66310005.0,0.0,0.7614213
21.0,0.0,1.0,408000.0,0.0,28.0,63.0,1.0,1.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,45.0,66310045.0,1.0,0.7614213
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,control,0.0,0.0,1.0,45.0,63660210.0,1.0,0.7614213
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,45.0,66310045.0,1.0,0.7614213
24.0,1.0,1.0,580000.0,0.0,26.0,84.0,0.0,0.0,9.0,2.0,22.0,0.0,1.0,520000.0,0.0,26.0,54.0,0.0,0.0,11.0,control,1.0,1.0,1.0,45.0,66310045.0,0.0,0.7614213
24.0,1.0,1.0,0.0,180000.0,10.0,8.0,0.0,0.0,11.0,2.0,23.0,1.0,1.0,0.0,400000.0,22.0,21.0,0.0,0.0,11.0,control,0.0,0.0,1.0,45.0,66310045.0,0.0,0.7614213
26.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,24.0,0.0,1.0,400000.0,0.0,20.0,30.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,45.0,66310005.0,1.0,0.7614213
22.0,1.0,1.0,160000.0,0.0,16.0,32.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,45.0,66310045.0,0.0,0.7614213
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,358000.0,0.0,26.0,48.0,1.0,1.0,11.0,control,0.0,1.0,1.0,45.0,66310005.0,1.0,0.7614213
21.0,1.0,1.0,360000.0,0.0,26.0,54.0,0.0,0.0,10.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,1.0,0.0,1.0,46.0,13540015.0,1.0,0.75342464
26.0,0.0,1.0,0.0,700000.0,30.0,91.0,0.0,0.0,11.0,2.0,25.0,0.0,1.0,0.0,300000.0,30.0,55.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,63230005.0,0.0,0.75342464
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
21.0,0.0,1.0,408000.0,0.0,26.0,72.0,1.0,1.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13540015.0,1.0,0.75342464
24.0,0.0,1.0,408000.0,0.0,26.0,42.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,0.0,0.0,28.0,77.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63530020.0,1.0,0.75342464
27.0,0.0,1.0,408000.0,0.0,22.0,42.0,1.0,1.0,13.0,2.0,25.0,0.0,1.0,381500.0,0.0,20.0,20.0,0.0,0.0,13.0,control,1.0,1.0,1.0,46.0,63410005.0,0.0,0.75342464
24.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,23.0,0.0,1.0,358000.0,0.0,28.0,50.0,1.0,0.0,11.0,control,1.0,1.0,1.0,46.0,13710015.0,0.0,0.75342464
24.0,1.0,1.0,408000.0,0.0,30.0,56.0,0.0,0.0,11.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63220205.0,1.0,0.75342464
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,13150005.0,1.0,0.75342464
22.0,0.0,1.0,320000.0,0.0,28.0,63.0,1.0,0.0,11.0,2.0,23.0,0.0,1.0,240000.0,0.0,26.0,49.0,0.0,0.0,10.0,selected,1.0,1.0,1.0,46.0,63220205.0,0.0,0.75342464
22.0,0.0,1.0,420000.0,0.0,24.0,48.0,1.0,1.0,11.0,2.0,20.0,0.0,1.0,420000.0,0.0,26.0,48.0,1.0,1.0,11.0,control,1.0,1.0,1.0,46.0,13710015.0,0.0,0.75342464
20.0,0.0,1.0,574000.0,0.0,22.0,40.0,1.0,1.0,11.0,2.0,19.0,0.0,1.0,100000.0,0.0,26.0,50.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,13110005.0,1.0,0.75342464
23.0,1.0,1.0,830000.0,0.0,30.0,84.0,1.0,1.0,11.0,2.0,21.0,1.0,1.0,380000.0,0.0,30.0,84.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,46.0,13410005.0,1.0,0.75342464
25.0,1.0,1.0,450000.0,0.0,22.0,48.0,0.0,0.0,11.0,2.0,23.0,1.0,1.0,0.0,50000.0,15.0,20.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13410005.0,1.0,0.75342464
26.0,1.0,1.0,600000.0,0.0,30.0,48.0,1.0,1.0,11.0,2.0,24.0,1.0,1.0,220000.0,0.0,22.0,16.0,0.0,0.0,9.0,selected,1.0,1.0,1.0,46.0,63530020.0,0.0,0.75342464
21.0,0.0,1.0,400000.0,0.0,26.0,48.0,1.0,0.0,11.0,2.0,19.0,0.0,1.0,0.0,220000.0,22.0,40.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63230005.0,1.0,0.75342464
21.0,1.0,1.0,55000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,20.0,1.0,1.0,500000.0,0.0,30.0,70.0,0.0,1.0,9.0,selected,1.0,1.0,1.0,46.0,13710015.0,1.0,0.75342464
22.0,0.0,1.0,408000.0,0.0,27.0,56.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,318000.0,0.0,30.0,84.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,46.0,63410005.0,0.0,0.75342464
21.0,0.0,1.0,700000.0,0.0,27.0,72.0,1.0,1.0,11.0,2.0,19.0,0.0,1.0,0.0,340000.0,24.0,48.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63530020.0,0.0,0.75342464
24.0,1.0,1.0,240000.0,0.0,22.0,50.0,0.0,0.0,5.0,2.0,23.0,1.0,1.0,0.0,200000.0,26.0,72.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13150005.0,1.0,0.75342464
20.0,0.0,1.0,750000.0,0.0,28.0,56.0,1.0,1.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63410005.0,1.0,0.75342464
19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,46.0,13410005.0,1.0,0.75342464
22.0,1.0,1.0,160000.0,0.0,8.0,18.0,1.0,0.0,6.0,2.0,20.0,1.0,1.0,280000.0,0.0,26.0,48.0,0.0,0.0,6.0,selected,1.0,1.0,1.0,46.0,63410005.0,1.0,0.75342464
26.0,1.0,1.0,408000.0,0.0,26.0,56.0,1.0,1.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
26.0,0.0,1.0,300000.0,0.0,26.0,54.0,0.0,0.0,6.0,2.0,25.0,0.0,1.0,358000.0,0.0,26.0,45.0,0.0,0.0,6.0,selected,1.0,1.0,1.0,46.0,63410005.0,0.0,0.75342464
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,13710015.0,0.0,0.75342464
21.0,0.0,1.0,0.0,30000.0,24.0,24.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,0.0,32000.0,22.0,30.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,63530020.0,1.0,0.75342464
21.0,0.0,1.0,381500.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
24.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,control,1.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
24.0,0.0,1.0,475000.0,0.0,22.0,60.0,1.0,1.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
22.0,0.0,1.0,120000.0,0.0,26.0,49.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,50000.0,0.0,26.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,13530005.0,1.0,0.75342464
24.0,0.0,1.0,0.0,500000.0,26.0,55.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,0.0,150000.0,26.0,40.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,46.0,13710015.0,0.0,0.75342464
25.0,0.0,1.0,480000.0,0.0,30.0,56.0,1.0,1.0,11.0,2.0,24.0,0.0,1.0,426000.0,0.0,30.0,0.0,0.0,0.0,11.0,control,1.0,1.0,1.0,46.0,13540015.0,1.0,0.75342464
21.0,1.0,1.0,408000.0,0.0,30.0,56.0,1.0,1.0,11.0,2.0,20.0,1.0,1.0,0.0,400000.0,30.0,56.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,13540015.0,1.0,0.75342464
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,230000.0,0.0,6.0,60.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,46.0,13150005.0,0.0,0.75342464
21.0,0.0,1.0,312000.0,0.0,24.0,72.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,72000.0,0.0,26.0,48.0,0.0,0.0,10.0,selected,1.0,1.0,1.0,46.0,63420080.0,1.0,0.75342464
23.0,0.0,1.0,200000.0,0.0,30.0,56.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,36000.0,0.0,4.0,1.0,0.0,0.0,11.0,control,1.0,1.0,1.0,46.0,13150005.0,1.0,0.75342464
27.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,25.0,0.0,1.0,600000.0,0.0,28.0,63.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,63220205.0,1.0,0.75342464
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13540015.0,1.0,0.75342464
24.0,1.0,1.0,381500.0,0.0,30.0,42.0,1.0,1.0,11.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13150005.0,1.0,0.75342464
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,13150005.0,0.0,0.75342464
21.0,0.0,1.0,408000.0,0.0,24.0,48.0,1.0,1.0,11.0,2.0,20.0,0.0,1.0,364000.0,0.0,26.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,13110005.0,1.0,0.75342464
24.0,0.0,1.0,0.0,60000.0,30.0,49.0,0.0,0.0,11.0,2.0,23.0,0.0,1.0,120000.0,0.0,26.0,72.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,46.0,13710015.0,0.0,0.75342464
22.0,0.0,1.0,180000.0,0.0,15.0,24.0,0.0,0.0,8.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,selected,1.0,0.0,1.0,46.0,13530005.0,0.0,0.75342464
25.0,0.0,1.0,350000.0,0.0,26.0,84.0,0.0,0.0,7.0,2.0,24.0,0.0,1.0,180000.0,0.0,22.0,48.0,0.0,0.0,8.0,control,1.0,1.0,1.0,46.0,63420080.0,1.0,0.75342464
26.0,0.0,1.0,55000.0,0.0,22.0,48.0,0.0,0.0,11.0,2.0,25.0,0.0,1.0,400000.0,0.0,26.0,66.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,13530005.0,0.0,0.75342464
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,46.0,13110005.0,1.0,0.75342464
25.0,1.0,1.0,586000.0,0.0,30.0,70.0,1.0,1.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,63420080.0,1.0,0.75342464
20.0,0.0,1.0,381500.0,0.0,24.0,30.0,0.0,0.0,8.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,selected,1.0,0.0,1.0,46.0,63230005.0,0.0,0.75342464
26.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,0.0,0.0,26.0,42.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13530005.0,1.0,0.75342464
24.0,0.0,1.0,0.0,0.0,20.0,50.0,0.0,0.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,13110005.0,1.0,0.75342464
21.0,0.0,1.0,30000.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,control,1.0,0.0,1.0,46.0,63410005.0,1.0,0.75342464
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,358000.0,0.0,30.0,70.0,0.0,1.0,11.0,control,1.0,1.0,1.0,46.0,13410005.0,1.0,0.75342464
23.0,0.0,1.0,800000.0,0.0,28.0,60.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,358000.0,0.0,30.0,64.0,1.0,0.0,8.0,selected,1.0,1.0,1.0,46.0,13110005.0,0.0,0.75342464
27.0,1.0,1.0,55000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,26.0,1.0,1.0,250000.0,0.0,26.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,63420080.0,1.0,0.75342464
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,13710015.0,1.0,0.75342464
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,480000.0,0.0,26.0,70.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,46.0,63420080.0,0.0,0.75342464
25.0,0.0,1.0,408000.0,0.0,30.0,56.0,0.0,1.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,63230005.0,0.0,0.75342464
23.0,0.0,1.0,760000.0,0.0,28.0,60.0,0.0,0.0,13.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,13540015.0,0.0,0.75342464
24.0,0.0,1.0,408000.0,0.0,20.0,48.0,1.0,1.0,8.0,2.0,23.0,0.0,1.0,0.0,520000.0,26.0,48.0,0.0,0.0,7.0,control,1.0,0.0,1.0,46.0,13710015.0,0.0,0.75342464
22.0,1.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,2.0,21.0,1.0,1.0,0.0,0.0,8.0,20.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,13530005.0,0.0,0.75342464
21.0,0.0,1.0,55000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,19.0,0.0,1.0,140000.0,0.0,20.0,40.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,63220205.0,0.0,0.75342464
24.0,1.0,1.0,180000.0,0.0,24.0,48.0,0.0,0.0,8.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,1.0,0.0,1.0,46.0,13710015.0,0.0,0.75342464
22.0,0.0,1.0,360000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,46.0,63420080.0,0.0,0.75342464
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,0.0,50000.0,30.0,42.0,0.0,0.0,11.0,control,0.0,0.0,1.0,46.0,13710015.0,1.0,0.75342464
21.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,0.0,11.0,2.0,19.0,0.0,1.0,480000.0,0.0,22.0,40.0,1.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,63410005.0,0.0,0.75342464
25.0,0.0,1.0,480000.0,0.0,30.0,84.0,1.0,1.0,11.0,2.0,24.0,0.0,1.0,381500.0,0.0,26.0,36.0,1.0,1.0,11.0,control,1.0,1.0,1.0,46.0,13710015.0,0.0,0.75342464
20.0,1.0,1.0,280000.0,0.0,22.0,54.0,0.0,0.0,11.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,46.0,63230005.0,1.0,0.75342464
22.0,0.0,1.0,560000.0,0.0,30.0,70.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,216000.0,0.0,30.0,84.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,46.0,13710015.0,1.0,0.75342464
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,160000.0,0.0,26.0,60.0,1.0,0.0,11.0,control,1.0,1.0,1.0,46.0,13530005.0,1.0,0.75342464
